# Poseidon2 UltraHonk transcript parity fixture (bb.js)
# format: name|digest_hex|challenge_lo_hex|challenge_hi_hex|input_fields_hex_csv
sumcheck_round_10|23c87bb77e366867b9b6be935574cedd02e7c23a8717f62a19fa5362fb83ca59|0000000000000000000000000000000002e7c23a8717f62a19fa5362fb83ca59|0000000000000000000000000000000023c87bb77e366867b9b6be935574cedd|021db68161b9cc684261f902893b833a8712531e2fbdcaa65a436944bb69ab07,262911ddc11aa4ce018584c5bb6fbd28c10d4dd49e5b3fdf4f5668576122b63d,20a045f67cdf7acaa372b7a663f75e3545bf08ebe389780a7c6a074137302b89,067a60f1aa0f1fa9961976f8ef09496752f313b40c826c527e719fa1cc586bd6,0b26545726ab6df1a496d7aae8a2ecb87711127eed405ca06ef1ffe1ebe3715f,26e12a4c0ce4f117952c39dedf1b8d88d714beca43dcd8fe6f36fccf8d0caad5,0e13ea5ea4d4a5875fc2332ca86cb8ce024c39c770c2293a835d5b10ad9345c2,190b8a1acf7ec3aed0f775b18953971098c3881127927b697ca50d43b374de38,1c2a851f6a10780b21cad8638841b2ff516e009942a0de2cc6e7c298aa59853a
sumcheck_round_11|1e588719076e68dbf7043bec19b846eaf02ab56c115b7d5c9633ac283f41d512|00000000000000000000000000000000f02ab56c115b7d5c9633ac283f41d512|000000000000000000000000000000001e588719076e68dbf7043bec19b846ea|23c87bb77e366867b9b6be935574cedd02e7c23a8717f62a19fa5362fb83ca59,1a6d1c62d1aee4f010094149e7e95a6afa5811137a61d3ba78c5d2f1706826b9,198f87b76766d233b72fe245e4620baa933d1658e22656eb6789556884954ddc,049ce256264b0bb0258a78c79daa86121d5428e4ce96b48b7b36470638ed5182,20832500690b4cff968b996e968ea9c87d726b244dcb08488c55ee7a5de5b12e,27e43d0b8adaf435f86d0efc6c3da83abdb1301124c0135f51a9607f3f9e96f4,2f8804420431f6bee0caa9289b38a30e4556bcc83d94a9cce3bdc98081ad9be1,25798e98e470de88937e37b7a0774bcf1b3662d5c0fb6f385b1b5ed112833374,150deaee6722bd34758d502466928fd38baf3869335342b4efe2d8ead1b6cfdf
sumcheck_round_12|1b9b44ac5cd610a52941f493be1ca84f8d772e50a3fc9f1c9802bb83f12d0f14|000000000000000000000000000000008d772e50a3fc9f1c9802bb83f12d0f14|000000000000000000000000000000001b9b44ac5cd610a52941f493be1ca84f|1e588719076e68dbf7043bec19b846eaf02ab56c115b7d5c9633ac283f41d512,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_13|130aa891b63e327e661327c8993a665894c6d311596a27ed2ebcc8eea38a65ed|0000000000000000000000000000000094c6d311596a27ed2ebcc8eea38a65ed|00000000000000000000000000000000130aa891b63e327e661327c8993a6658|1b9b44ac5cd610a52941f493be1ca84f8d772e50a3fc9f1c9802bb83f12d0f14,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_14|0d992836cb3561a19712adddba22f8a55cda861fcfb02283263498816b8dace9|000000000000000000000000000000005cda861fcfb02283263498816b8dace9|000000000000000000000000000000000d992836cb3561a19712adddba22f8a5|130aa891b63e327e661327c8993a665894c6d311596a27ed2ebcc8eea38a65ed,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_15|0cfc014c65626590add75688dbf04df35a3a3d8cdd78f05ec5bea8b0090b3d51|000000000000000000000000000000005a3a3d8cdd78f05ec5bea8b0090b3d51|000000000000000000000000000000000cfc014c65626590add75688dbf04df3|0d992836cb3561a19712adddba22f8a55cda861fcfb02283263498816b8dace9,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_16|1c3cbec5a0bc89f9daf250c45d3d33a3fb6f40f5aca464b0bf23fb8249569e7c|00000000000000000000000000000000fb6f40f5aca464b0bf23fb8249569e7c|000000000000000000000000000000001c3cbec5a0bc89f9daf250c45d3d33a3|0cfc014c65626590add75688dbf04df35a3a3d8cdd78f05ec5bea8b0090b3d51,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_17|1406aa6dd426927e3e50c177b8a5a136978a496a10f5ec628049928e9770a6a7|00000000000000000000000000000000978a496a10f5ec628049928e9770a6a7|000000000000000000000000000000001406aa6dd426927e3e50c177b8a5a136|1c3cbec5a0bc89f9daf250c45d3d33a3fb6f40f5aca464b0bf23fb8249569e7c,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_18|0f741fd01d71ec40ef7b0a8ebd5bd50e86ce1ec93ba7a930639d5a0731966c90|0000000000000000000000000000000086ce1ec93ba7a930639d5a0731966c90|000000000000000000000000000000000f741fd01d71ec40ef7b0a8ebd5bd50e|1406aa6dd426927e3e50c177b8a5a136978a496a10f5ec628049928e9770a6a7,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_19|2142456a768e6bd8c81c2c8c51312cab5449df6bdccbc6876684436bcdb40fc0|000000000000000000000000000000005449df6bdccbc6876684436bcdb40fc0|000000000000000000000000000000002142456a768e6bd8c81c2c8c51312cab|0f741fd01d71ec40ef7b0a8ebd5bd50e86ce1ec93ba7a930639d5a0731966c90,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_20|0d1eb667edf9ec0b4088f8dfb6d73f03d82e969f39a854130a2bb84e0a0b4f27|00000000000000000000000000000000d82e969f39a854130a2bb84e0a0b4f27|000000000000000000000000000000000d1eb667edf9ec0b4088f8dfb6d73f03|2142456a768e6bd8c81c2c8c51312cab5449df6bdccbc6876684436bcdb40fc0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_21|060828cc3766d0e9bf17537df7db9d135ebccb7a995711394b0a8c93b261b6f1|000000000000000000000000000000005ebccb7a995711394b0a8c93b261b6f1|00000000000000000000000000000000060828cc3766d0e9bf17537df7db9d13|0d1eb667edf9ec0b4088f8dfb6d73f03d82e969f39a854130a2bb84e0a0b4f27,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_22|00352d62315c9f0ae7ec51a12a8438560b6e8a1cb6aab7bd60d9fa9b15707bf6|000000000000000000000000000000000b6e8a1cb6aab7bd60d9fa9b15707bf6|0000000000000000000000000000000000352d62315c9f0ae7ec51a12a843856|060828cc3766d0e9bf17537df7db9d135ebccb7a995711394b0a8c93b261b6f1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_23|2ee8a889815a89ca337b922bc1f818a7625ebd3498ceaa2ca6813a406002912f|00000000000000000000000000000000625ebd3498ceaa2ca6813a406002912f|000000000000000000000000000000002ee8a889815a89ca337b922bc1f818a7|00352d62315c9f0ae7ec51a12a8438560b6e8a1cb6aab7bd60d9fa9b15707bf6,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_24|15696fa99e8f6889f4f718f4e4133cea7ada455bdd0ce157d9392d1fbf2ba68a|000000000000000000000000000000007ada455bdd0ce157d9392d1fbf2ba68a|0000000000000000000000000000000015696fa99e8f6889f4f718f4e4133cea|2ee8a889815a89ca337b922bc1f818a7625ebd3498ceaa2ca6813a406002912f,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_25|1fd451b31ca51f2a70f0f0de4337e3a6db84fe9c79f573cd53b39ccfd0d0df84|00000000000000000000000000000000db84fe9c79f573cd53b39ccfd0d0df84|000000000000000000000000000000001fd451b31ca51f2a70f0f0de4337e3a6|15696fa99e8f6889f4f718f4e4133cea7ada455bdd0ce157d9392d1fbf2ba68a,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_26|1a110acd7e98b024205dd9e9a2809c5374b5c566fc717a65b5570e6ebbd93aab|0000000000000000000000000000000074b5c566fc717a65b5570e6ebbd93aab|000000000000000000000000000000001a110acd7e98b024205dd9e9a2809c53|1fd451b31ca51f2a70f0f0de4337e3a6db84fe9c79f573cd53b39ccfd0d0df84,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
sumcheck_round_27|1f0c458acbd96fd405e74892f9cfb2bc97f813dd0db8e33f76e18c63ab452250|0000000000000000000000000000000097f813dd0db8e33f76e18c63ab452250|000000000000000000000000000000001f0c458acbd96fd405e74892f9cfb2bc|1a110acd7e98b024205dd9e9a2809c5374b5c566fc717a65b5570e6ebbd93aab,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
rho_round_0|259ecc757b63c43fc97030e065c0b1ad77ef6ed3cb57bd65d524ba46d67555aa|0000000000000000000000000000000077ef6ed3cb57bd65d524ba46d67555aa|00000000000000000000000000000000259ecc757b63c43fc97030e065c0b1ad|1f0c458acbd96fd405e74892f9cfb2bc97f813dd0db8e33f76e18c63ab452250,1b6e1b2b17580b8014bcf901cc0fe47a2b858ebc2e476ac832bee3f9286b713c,253f3a9326240d6dcbc19ade7d9549ede2657cb52fa411223beaf0f756de7fab,1512e89a95bda5c43cf5da86a072b0f3ca51680fe6e7e17bb4ea7f9186d27cdf,220fcdc891a1fef349c29be73591aae0da18b744ad984cf2ecb6897b498d274e,1ff0563ec8e6ada545411b837c7a1a6ee342819960e610744fc8d6df8ee77715,02354da1070bbc6aa35e2de5034761eb79145664bf65ba3b78326847d52aaa0e,13ecebbd01ed09f56208c11353c3e777b5adccc36157d11d38dd4cae91aad9f7,0ec76d1330030c029c5e85e13440a5ca2538cc0be8bda0eb1bd8be1553f4fff8,15a7edd230dbbea9648d1c31ea5911a45c67d93976b4485827a15474c738ae48,3002723b2bd84ed8134b4604859dbfd26443f307251ffa6a8c3ac02b0eba1b28,1e1dad95f50d27299f64f074f1b72f5757ab76f6077a79f5e707488b8e2a12ac,0cb62fc85f0fb8497e547e6264a0234543d9465f0712877f9ea1fa83046f2d71,10e2abd83bb9928fcee45d55d70426346f0e6bf90c786f7186e70a4e9ada3623,2cc95f226b2e96bbea5fd9029391dc303005cb9682a8fb77d22f46f521ac4a8b,263ce6223baad4ba83afd0c087d82ff52ea328f04811fa05536e0885280bbb84,2dce9fe2acb84f3bec9f49d4a1dd82a182623daad77b106a1a6f0598956d7098,1ed41fdeccd63537b80b71a32c2366b26ec2a439943e0cdafb8653262eb8fd5b,0c30489d9370e71144b11e1c14d17d9f9dfab45bc6385f2706808704618e5615,27123e9a7e1040864f68238c39c0febde569595c5c21a1bed5133583d00d7628,028ec02c70beea64db7110e020068e9cf06dce6706f7af0b538ab3f77992aaf2,1f8ac9477b1d4be07533b6cfe269747ee640f5b62e77ce24db1570e9644f1b9e,1e0e34204d7a4d96e3350e6d93b50e86bb244a8cbe4a81f0de3a716519146c7e,1f2f2da2a39afdff1e821667173a8eec36b7c27b0297b7434c6311f5f54e3c40,2206a0f225a5ff72f1bbcfdaf05bdf9b36daf9a371f6d02f1ba41b8bff3f48dc,2351deb1be8225f359ac9d008a98585988c356f600bdf0caa6abf4e035929cd9,257642bdad32ac202be21473b26a3b0636d955907720e86e13454e35174f7dde,187a119fc3af09e129d4534826b7ce5bb43c12578b8913b16435f0c2632b0384,132c65ac9f34cf5380675749a97421108cb745220d1ab96153494879ba49e71b,2661a6c259a678747fe100551c8aa9b8fcc0841da429b491f8193b6336b3dfe7,24b01d7082d90c1d84f0f857b1dffba8190eeada43b0a3e51cb5698eb0f43573,06262d07d9f967e3ebe54c4528a08713560b58b47f230b4125491471f4fc21b5,16bf85641ee950992f03a03f0647b7ee2dc2e6fadb18e8ddeb2c75e91f93d2f2,16690ee6d37980934ed28a214d38a9c359d109b61f291ca77d035c7386698212,2818198acc25fbd81acd172a94d0078a39cd4c772b8f3653df0822735db40d73,2818198acc25fbd81acd172a94d0078a39cd4c772b8f3653df0822735db40d73,2e19706dd3d8fa8c940f4592e17c9b94034d78c25b228f32ac6f1d054034f506,2781f7637e4f173859f9d6f7e97a2c0790c3dc8709652b641605880633e69c6a,00607997380494beb2781be686323f3d02b544590c026ba760ef32dd064dbe68,08402c4e6b2faacfa75e477fde47c0b95ae212d517551d0abe60254f7fc806fc,1185b424abb53dc7d915dc2098f6d66ce48f977a2c0f7367d6cf911cc2ac7c32
gemini_r_round_0|30633e0e13298653d68301fa807e53114fc8975eb53fe01ae83efc0ba62b9e36|000000000000000000000000000000004fc8975eb53fe01ae83efc0ba62b9e36|0000000000000000000000000000000030633e0e13298653d68301fa807e5311|259ecc757b63c43fc97030e065c0b1ad77ef6ed3cb57bd65d524ba46d67555aa,00000000000000000000000000000039bee26eb83df0947b05a1efba5d5bfc0a,000000000000000000000000000000000020b13c551b9185fbd2c2942202ef11,000000000000000000000000000000852826ef209c89db0860c47808fd6b6e34,000000000000000000000000000000000029b5bb33beebcbb59753135fa1ede5,000000000000000000000000000000902b56f3d8ddc7771e0eb95109a276a509,000000000000000000000000000000000014dc21a60552b24cdd63b8040174d0,000000000000000000000000000000a67164516a3e66f6dc61445b6fe1e95d54,00000000000000000000000000000000002166b52d16693abc0845d62946c013,000000000000000000000000000000b47ded302651891c2e27b6245fb9f17ad9,000000000000000000000000000000000017f55e01a0d87093fd95f0ef587244,00000000000000000000000000000036435bac948b5f0e2c50f97839dbbab603,00000000000000000000000000000000001375a24c186723725f0c6b60689116,000000000000000000000000000000d8c84f5836c4cee718abc36f1bf820c664,00000000000000000000000000000000002f073dce8dd0aca618ae46f13e00d2,00000000000000000000000000000083a07d42b61cadfec826424ad277593363,0000000000000000000000000000000000274e3651383629f8dbde0266db1cfa,0000000000000000000000000000009317a769429820d8efc4edd9c321447fed,000000000000000000000000000000000025f5de34112ec724f35c9b99787c1d,00000000000000000000000000000085b391a58055ca5303a203cdaba4e03366,0000000000000000000000000000000000122684a34e0ba77201b0feb4cebacf,000000000000000000000000000000a92da9d0fe534e49768098cfe801371a83,00000000000000000000000000000000001d5f365bc1adde28c004f5f3e20c12,000000000000000000000000000000e086c9b38d14ddfa0ab2d52b9b9d070d0e,00000000000000000000000000000000000f639c11e229863faf24fa6e200855,000000000000000000000000000000e7b6385a1aa7ffcf667de934c51073ee37,0000000000000000000000000000000000241dc26b08a957989156e041096e18,000000000000000000000000000000465d9e1a8f406dd5788c0b0bbb2e081e04,000000000000000000000000000000000027b4bd44cb63dd4449808e6950a192,0000000000000000000000000000004b947c0044c0b5af8f74895960a79325d9,00000000000000000000000000000000000185b9d814491cbe6f78bb5512fb78,000000000000000000000000000000b5f0c9d447474b45b6eb6f28e8d4a7c869,000000000000000000000000000000000008c0183e3e8eb8897eace5b94a743e,000000000000000000000000000000577ced999982005fd3aad2dc4d622610cd,00000000000000000000000000000000002fc132bf2a7443bb5ecff8d8719768,000000000000000000000000000000ad355a138b96f9bee7d39655c58beebb0e,000000000000000000000000000000000026fe3f7d8d1c9d29744593b9b0ce7c,000000000000000000000000000000c8c5026be6417abd0ec4de835ef6d960e5,00000000000000000000000000000000001efd368d1df6877facd94220abc419,0000000000000000000000000000009b55377b42419b47d1581fce9bcc228633,0000000000000000000000000000000000241dd91a2c533083e6aeda0037cc30,0000000000000000000000000000007161760cb715aba991d8079a21139c4348,00000000000000000000000000000000001e51af8a06961745d7af0f1b186334,000000000000000000000000000000c95cbea8d81ee6ff01ab52b6e2358fe965,00000000000000000000000000000000001543c79071a9e2eb920f641278d382,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000000
shplonk_nu_round_0|0a361a9f58766a604b63684c81a98f1df78ec39aad339db85d15c7d9e90c388d|00000000000000000000000000000000f78ec39aad339db85d15c7d9e90c388d|000000000000000000000000000000000a361a9f58766a604b63684c81a98f1d|30633e0e13298653d68301fa807e53114fc8975eb53fe01ae83efc0ba62b9e36,1f1e805cc1bb8229fcba300cc5399492afbafd3d126d63f0c034293bda7afe85,038d342e2d8c55b8414c56e446affe42103cf28e320093f6d33dfd1d754fc3a5,1ef671030fab9de89783c821e3ba4499ed16f437fe69666c215b04b11f0bbd2f,304e338997ee293b77e9b4daba2cda962893fcdb7341627da01fcff163af25c8,2e28e994eebc99a6de7c7fc754afc7c37db1a2471b40e0046406e2f0a73c61d8,09228200b10da2913d2d482c550a6f1806e4cce9e8e3ff28e15d71c0ef551960,0bbad4bdb23fee1bc915792887a46b343d4bf736925994be42a3f6a86d2218ff,14eb1d12e7a39df7e1e04f9e5b04445008b31454eb74e0c4b0963f2f2a686889,1b70e0471ce44b13ce259de47ed15588d51e620e4f2dcc4cae857c302c4bffba,2b0e5a37f33ca29ca67b68f74f6adb6f1ef0acd334cc0b57473f21e3990b614f,29904f497524578f74f4c3ca14911a142376c00eaa9eb6e350abbee70d4319d1,0a2a21515d727ddb2a1c75f854b0233dea62d5cb75d3aef3180450ca89d28e4c,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
shplonk_z_round_0|035c0730c36fefc8e9de3f340586fac286fd2dd139c0c1793de0ea0b8e9a2230|0000000000000000000000000000000086fd2dd139c0c1793de0ea0b8e9a2230|00000000000000000000000000000000035c0730c36fefc8e9de3f340586fac2|0a361a9f58766a604b63684c81a98f1df78ec39aad339db85d15c7d9e90c388d,0000000000000000000000000000008f4a5ae49d86146bbebc87f9495d18d0af,00000000000000000000000000000000001e152b6ee054d47c12c58361daf1c7,00000000000000000000000000000068dd01b13f09038f5ebdd3cc3ea04653e7,0000000000000000000000000000000000293aaa9a8d51fa997cddd68069db42
